battery,Year,Car_Brand,Name,mileage_in_km,price_in_usd,AGM,battery_price
75Ah,2011,Toyota,Land Cruiser Prado,183000,38800,,34000
75Ah,2023,Toyota,Land Cruiser Prado,17000,88700,,34000
75Ah,2008,Toyota,Land Cruiser Prado,280000,24000,,34000
75Ah,2013,Toyota,Land Cruiser Prado,71000,,,34000
75Ah,2011,Toyota,Land Cruiser Prado,100000,42000,,34000
75Ah,2011,Toyota,Land Cruiser Prado,74000,35500,,34000
75Ah,2011,Toyota,Land Cruiser Prado,131000,31500,,34000
75Ah,2005,Toyota,Land Cruiser Prado,210000,18100,,34000
75Ah,2018,Toyota,Land Cruiser Prado,33000,72000,,34000
75Ah,2010,Toyota,Land Cruiser Prado,156000,36500,,34000
75Ah,1998,Toyota,Land Cruiser Prado,290000,17000,,34000
75Ah,2016,Kia,Optima,200000,14500,,34000
75Ah,2014,Kia,Optima,160934,11900,,34000
75Ah,2012,Kia,Optima,170590,8700,,34000
75Ah,2013,Kia,Optima,168981,8500,,34000
75Ah,2017,Kia,Optima,104607,17000,,34000
75Ah,2020,Kia,Optima,115873,15800,,34000
75Ah,2020,Kia,Optima,109435,15700,,34000
75Ah,2020,Kia,Optima,61500,18000,,34000
75Ah,2020,Kia,Optima,51600,19800,,34000
75Ah,2019,Kia,Optima,64000,17000,,34000
75Ah,2012,Kia,Optima,154497,11500,,34000
75Ah,2017,Kia,Optima,140496,14700,,34000
75Ah,2019,Kia,Optima,106217,15500,,34000
75Ah,2018,Kia,Optima,186684,13900,,34000
75Ah,2018,Kia,Optima,99779,13900,,34000
75Ah,2020,Kia,Optima,62000,17500,,34000
75Ah,2018,Kia,Optima,144841,4375,,34000
75Ah,2019,Kia,Optima,65000,14800,,34000
75Ah,2019,Kia,Optima,108759,15500,,34000
75Ah,2017,Kia,Optima,141622,12000,,34000
75Ah,2019,Kia,Optima,83000,16300,,34000
75Ah,2019,Kia,Optima,64374,16000,,34000
75Ah,2018,Kia,Optima,120701,16500,,34000
75Ah,2018,Kia,Optima,119091,15500,,34000
75Ah,2018,Kia,Optima,120701,17500,,34000
75Ah,2016,Kia,Optima,98000,12000,,34000
75Ah,2013,Kia,Optima,145000,10200,,34000
75Ah,2016,Kia,Optima,32000,16450,,34000
75Ah,2016,Kia,Optima,88514,14300,,34000
75Ah,2021,Kia,Optima,5000,30000,,34000
75Ah,2018,Kia,Optima,138404,14000,,34000
75Ah,2017,Kia,Optima,72000,14500,,34000
75Ah,2018,Kia,Optima,127138,12500,,34000
75Ah,2019,Kia,Optima,74030,16000,,34000
75Ah,2016,Kia,Optima,143232,13800,,34000
75Ah,2012,Kia,Optima,172440,8000,,34000
75Ah,2020,Kia,Optima,144841,6875,,34000
75Ah,2012,Kia,Optima,120000,12500,,34000
75Ah,2019,Kia,Optima,35406,20000,,34000
75Ah,2019,Kia,Optima,123919,18500,,34000
75Ah,2017,Kia,Optima,165029,14375,,34000
75Ah,2019,Kia,Optima,40707,16875,,34000
75Ah,2019,Kia,Optima,98170,13400,,34000
75Ah,2020,Kia,Optima,80467,16300,,34000
75Ah,2020,Kia,Optima,49465,14500,,34000
75Ah,2018,Kia,Optima,107343,14900,,34000
75Ah,2020,Kia,Optima,27359,6250,,34000
75Ah,2020,Kia,Optima,83686,6125,,34000
75Ah,2020,Kia,Optima,62764,6875,,34000
75Ah,2020,Kia,Optima,93342,6875,,34000
75Ah,2020,Kia,Optima,32000,18500,,34000
75Ah,2020,Kia,Optima,72869,18125,,34000
75Ah,2017,Kia,Optima,69000,15500,,34000
75Ah,2019,Kia,Optima,19673,6125,,34000
75Ah,2018,Kia,Optima,18347,5125,,34000
75Ah,2019,Kia,Optima,18394,6125,,34000
75Ah,2019,Kia,Optima,19347,5625,,34000
75Ah,2018,Kia,Optima,18327,5250,,34000
75Ah,2019,Kia,Optima,18327,5875,,34000
75Ah,2018,Kia,Optima,18374,5625,,34000
75Ah,2016,Kia,Optima,128426,15000,,34000
75Ah,2018,Kia,Optima,19573,5125,,34000
75Ah,2019,Kia,Optima,18354,5750,,34000
75Ah,2018,Kia,Optima,19347,5375,,34000
75Ah,2020,Kia,Optima,20000,21700,,34000
75Ah,2020,Kia,Optima,19552,8875,,34000
75Ah,2020,Kia,Optima,19655,8500,,34000
75Ah,2018,Kia,Optima,24155,5750,,34000
75Ah,2018,Kia,Optima,25000,5875,,34000
75Ah,2018,Kia,Optima,201425,6250,,34000
75Ah,2018,Kia,Optima,22544,7750,,34000
75Ah,2019,Kia,Optima,15740,8250,,34000
75Ah,2020,Kia,Optima,20030,8625,,34000
75Ah,2018,Kia,Optima,19347,8250,,34000
75Ah,2019,Kia,Optima,19223,5750,,34000
75Ah,2019,Kia,Optima,18682,5625,,34000
75Ah,2019,Kia,Optima,19357,5875,,34000
75Ah,2018,Kia,Optima,199347,5375,,34000
75Ah,2018,Kia,Optima,19364,5375,,34000
75Ah,2018,Kia,Optima,19327,5125,,34000
75Ah,2019,Kia,Optima,18347,5875,,34000
75Ah,2019,Kia,Optima,19394,6000,,34000
75Ah,2019,Kia,Optima,18324,6000,,34000
75Ah,2019,Kia,Optima,18347,6375,,34000
75Ah,2018,Kia,Optima,19354,5125,,34000
75Ah,2018,Kia,Optima,19347,5375,,34000
75Ah,2019,Kia,Optima,19374,5750,,34000
75Ah,2019,Kia,Optima,19354,5625,,34000
75Ah,2019,Kia,Optima,193947,5875,,34000
75Ah,2018,Kia,Optima,19347,5125,,34000
75Ah,2019,Kia,Optima,19347,5750,,34000
75Ah,2018,Kia,Optima,19347,5375,,34000
75Ah,2019,Kia,Optima,18347,5625,,34000
75Ah,2020,Kia,Optima,66942,18125,,34000
75Ah,2018,Kia,Optima,19354,5250,,34000
75Ah,2015,Kia,Optima,103803,12500,,34000
75Ah,2019,Kia,Optima,18374,5875,,34000
75Ah,2019,Kia,Optima,18347,5750,,34000
75Ah,2018,Kia,Optima,19387,5250,,34000
75Ah,2019,Kia,Optima,19347,5750,,34000
75Ah,2018,Kia,Optima,11632,5125,,34000
75Ah,2017,Kia,Optima,152888,13000,,34000
75Ah,2018,Kia,Optima,149669,13900,,34000
75Ah,2020,Kia,Optima,22531,18000,,34000
75Ah,2019,Kia,Optima,7114,5875,,34000
75Ah,2018,Kia,Optima,11932,4750,,34000
75Ah,2019,Kia,Optima,7321,5625,,34000
75Ah,2020,Kia,Optima,7315,5750,,34000
75Ah,2020,Kia,Optima,5721,5875,,34000
75Ah,2020,Kia,Optima,7358,6000,,34000
75Ah,2020,Kia,Optima,7325,6000,,34000
75Ah,2020,Kia,Optima,51499,19700,,34000
75Ah,2019,Kia,Optima,6147,5625,,34000
75Ah,2017,Kia,Optima,109000,18900,,34000
75Ah,2019,Kia,Optima,8295,5625,,34000
75Ah,2018,Kia,Optima,19347,5250,,34000
75Ah,2019,Kia,Optima,19364,5750,,34000
75Ah,2019,Kia,Optima,19652,5625,,34000
75Ah,2019,Kia,Optima,19347,5625,,34000
75Ah,2017,Kia,Optima,72000,14500,,34000
75Ah,2019,Kia,Optima,94951,15000,,34000
75Ah,2017,Kia,Optima,107826,18700,,34000
75Ah,2019,Kia,Optima,86905,15500,,34000
75Ah,2018,Kia,Optima,135185,12900,,34000
75Ah,2019,Kia,Optima,133576,13800,,34000
75Ah,2019,Kia,Optima,65000,19000,,34000
75Ah,2020,Kia,Optima,123919,17900,,34000
75Ah,2018,Kia,Optima,72420,19900,,34000
75Ah,2018,Kia,Optima,115873,17600,,34000
75Ah,2019,Kia,Optima,63000,5000,,34000
75Ah,2019,Kia,Optima,112654,16500,,34000
75Ah,2018,Kia,Optima,56000,18900,,34000
75Ah,2018,Kia,Optima,105000,15800,,34000
75Ah,2013,Kia,Optima,117482,9800,,34000
75Ah,2016,Kia,Optima,86905,16300,,34000
75Ah,2017,Kia,Optima,40000,16300,,34000
75Ah,2020,Kia,Optima,207665,8125,,34000
75Ah,2018,Kia,Optima,196340,11600,,34000
75Ah,2019,Kia,Optima,108000,17500,,34000
75Ah,2016,Kia,Optima,80467,15900,,34000
75Ah,2017,Kia,Optima,101389,16400,,34000
75Ah,2019,Kia,Optima,22531,4500,,34000
75Ah,2017,Kia,Optima,119091,3875,,34000
75Ah,2019,Kia,Optima,32187,4875,,34000
75Ah,2017,Kia,Optima,106217,3500,,34000
75Ah,2018,Kia,Optima,128748,14500,,34000
75Ah,2019,Kia,Optima,72718,14375,,34000
75Ah,2020,Kia,Optima,47311,13750,,34000
75Ah,2020,Kia,Optima,156802,12875,,34000
75Ah,2020,Kia,Optima,61628,14375,,34000
75Ah,2019,Kia,Optima,72718,13250,,34000
75Ah,2019,Kia,Optima,66000,4875,,34000
75Ah,2018,Kia,Optima,127026,13125,,34000
75Ah,2018,Kia,Optima,130125,12500,,34000
75Ah,2017,Kia,Optima,153409,12875,,34000
75Ah,2018,Kia,Optima,119349,11375,,34000
75Ah,2018,Kia,Optima,147796,11750,,34000
75Ah,2017,Kia,Optima,78390,11625,,34000
75Ah,2018,Kia,Optima,115942,12500,,34000
75Ah,2018,Kia,Optima,162500,12125,,34000
75Ah,2018,Kia,Optima,158874,11875,,34000
75Ah,2018,Kia,Optima,177958,15625,,34000
75Ah,2020,Kia,Optima,33857,18125,,34000
75Ah,2017,Kia,Optima,142046,10375,,34000
75Ah,2017,Kia,Optima,106217,16300,,34000
75Ah,2018,Kia,Optima,89874,15000,,34000
75Ah,2018,Kia,Optima,64545,12500,,34000
75Ah,2018,Kia,Optima,37957,16250,,34000
75Ah,2019,Kia,Optima,27608,16250,,34000
75Ah,2017,Kia,Optima,75647,10500,,34000
75Ah,2017,Kia,Optima,139794,10500,,34000
75Ah,2016,Kia,Optima,150440,10375,,34000
75Ah,2016,Kia,Optima,107702,10500,,34000
75Ah,2016,Kia,Optima,99670,10375,,34000
75Ah,2020,Kia,Optima,85000,6875,,34000
75Ah,2020,Kia,Optima,53108,6875,,34000
75Ah,2019,Kia,Optima,144841,5000,,34000
75Ah,2019,Kia,Optima,85295,5000,,34000
75Ah,2019,Kia,Optima,136794,16000,,34000
75Ah,2017,Kia,Optima,17439,4375,,34000
75Ah,2019,Kia,Optima,11934,5500,,34000
75Ah,2019,Kia,Optima,11934,5500,,34000
75Ah,2018,Kia,Optima,82077,14100,,34000
75Ah,2018,Kia,Optima,16394,4750,,34000
75Ah,2017,Kia,Optima,17446,4375,,34000
75Ah,2018,Kia,Optima,15241,4750,,34000
75Ah,2018,Kia,Optima,12541,4750,,34000
75Ah,2017,Kia,Optima,16522,4000,,34000
75Ah,2018,Kia,Optima,17348,5125,,34000
75Ah,2018,Kia,Optima,65000,15000,,34000
75Ah,2012,Volkswagen,Passat,234000,10600,,34000
75Ah,2008,Volkswagen,Passat,243000,6000,,34000
75Ah,2012,Volkswagen,Passat,99000,13000,,34000
75Ah,2012,Volkswagen,Passat,160000,11500,,34000
75Ah,2016,Jeep,Patriot,115873,16200,,34000
75Ah,2016,Jeep,Patriot,172200,12500,,34000
75Ah,2020,Honda,Pilot,80467,11875,,34000
75Ah,2016,Honda,Pilot,22947,7125,,34000
75Ah,2020,Honda,Pilot,15000,11875,,34000
75Ah,2021,Honda,Pilot,16824,20125,,34000
75Ah,2021,Honda,Pilot,7196,20000,,34000
75Ah,2021,Honda,Pilot,14085,19750,,34000
75Ah,2018,Honda,Pilot,23996,12250,,34000
75Ah,2022,Honda,Pilot,11766,21875,,34000
75Ah,2020,Honda,Pilot,13200,16875,,34000
75Ah,2019,Honda,Pilot,21360,15000,,34000
75Ah,2019,Honda,Pilot,18245,15250,,34000
75Ah,2017,Honda,Pilot,18324,9750,,34000
75Ah,2021,Honda,Pilot,57000,41700,,34000
75Ah,2012,Honda,Pilot,220000,16900,,34000
75Ah,2018,Honda,Pilot,96561,22500,,34000
75Ah,2022,Honda,Pilot,28968,32000,,34000
75Ah,2020,Honda,Pilot,82077,11875,,34000
75Ah,2024,Honda,Pilot,16,52500,,34000
75Ah,2021,Honda,Pilot,47500,38000,,34000
75Ah,2002,Lexus,RX 300,181856,8700,,34000
75Ah,2002,Lexus,RX 300,321869,10600,,34000
75Ah,2002,Lexus,RX 300,340376,11500,,34000
75Ah,2011,Hyundai,Sonata,110000,14000,,34000
75Ah,2018,Hyundai,Sonata,48000,19700,,34000
75Ah,2017,Hyundai,Sonata,37000,16900,,34000
75Ah,2017,Hyundai,Sonata,73000,17500,,34000
75Ah,2020,Hyundai,Sonata,67592,21500,,34000
75Ah,2021,Hyundai,Sonata,28000,31000,,34000
75Ah,2019,Hyundai,Sonata,30578,4750,,34000
75Ah,2020,Hyundai,Sonata,53108,8750,,34000
75Ah,2011,Hyundai,Sonata,189903,8450,,34000
75Ah,2010,Hyundai,Sonata,61600,9900,,34000
75Ah,2021,Hyundai,Sonata,19312,,,34000
75Ah,2020,Hyundai,Sonata,20000,24000,,34000
75Ah,2013,Hyundai,Sonata,104607,9700,,34000
75Ah,2020,Hyundai,Sonata,24140,25700,,34000
75Ah,2016,Hyundai,Sonata,207605,10700,,34000
75Ah,2018,Hyundai,Sonata,64374,14500,,34000
75Ah,2020,Hyundai,Sonata,16898,26000,,34000
75Ah,2014,Hyundai,Sonata,146450,10500,,34000
75Ah,2021,Hyundai,Sonata,65000,25000,,34000
75Ah,2011,Hyundai,Sonata,125800,13000,,34000
75Ah,2010,Hyundai,Sonata,288073,8200,,34000
75Ah,2019,Hyundai,Sonata,65000,17300,,34000
75Ah,2011,Hyundai,Sonata,100000,10500,,34000
75Ah,2020,Hyundai,Sonata,67592,8750,,34000
75Ah,2018,Hyundai,Sonata,114263,5000,,34000
75Ah,2020,Hyundai,Sonata,33500,2600000,,34000
75Ah,2017,Hyundai,Sonata,59546,12500,,34000
75Ah,2020,Hyundai,Sonata,26263,21250,,34000
75Ah,2011,Hyundai,Sonata,174000,7000,,34000
75Ah,2019,Hyundai,Sonata,128748,12000,,34000
75Ah,2019,Hyundai,Sonata,25299,14875,,34000
75Ah,2012,Hyundai,Sonata,173809,8500,,34000
75Ah,2012,Hyundai,Sonata,320000,9000,,34000
75Ah,2018,Hyundai,Sonata,19247,3250,,34000
75Ah,2018,Hyundai,Sonata,60160,13125,,34000
75Ah,2020,Hyundai,Sonata,57936,25500,,34000
75Ah,2018,Hyundai,Sonata,72420,20500,,34000
75Ah,2017,Hyundai,Sonata,21796,3875,,34000
75Ah,2017,Hyundai,Sonata,21796,3875,,34000
75Ah,2019,Hyundai,Sonata,23000,5000,,34000
75Ah,2018,Hyundai,Sonata,24877,4875,,34000
75Ah,2021,Hyundai,Sonata,17544,12875,,34000
75Ah,2017,Hyundai,Sonata,21847,4000,,34000
75Ah,2017,Hyundai,Sonata,23854,4000,,34000
75Ah,2022,Hyundai,Sonata,19935,13500,,34000
75Ah,2019,Hyundai,Sonata,18325,5125,,34000
75Ah,2017,Hyundai,Sonata,21835,3875,,34000
75Ah,2017,Hyundai,Sonata,22954,3875,,34000
75Ah,2018,Hyundai,Sonata,18347,4750,,34000
75Ah,2021,Hyundai,Sonata,16354,12625,,34000
75Ah,2017,Hyundai,Sonata,21754,4000,,34000
75Ah,2019,Hyundai,Sonata,18354,5625,,34000
75Ah,2021,Hyundai,Sonata,16732,13125,,34000
75Ah,2022,Hyundai,Sonata,16732,13500,,34000
75Ah,2023,Hyundai,Sonata,6920,27500,,34000
75Ah,2021,Hyundai,Sonata,16825,12750,,34000
75Ah,2019,Hyundai,Sonata,67229,7125,,34000
75Ah,2018,Hyundai,Sonata,19354,4500,,34000
75Ah,2021,Hyundai,Sonata,34995,12000,,34000
75Ah,2017,Hyundai,Sonata,21854,4000,,34000
75Ah,2019,Hyundai,Sonata,8325,5125,,34000
75Ah,2018,Hyundai,Sonata,11732,4500,,34000
75Ah,2020,Hyundai,Sonata,6714,8250,,34000
75Ah,2017,Hyundai,Sonata,12947,3875,,34000
75Ah,2021,Hyundai,Sonata,6492,12625,,34000
75Ah,2019,Hyundai,Sonata,8229,5125,,34000
75Ah,2019,Hyundai,Sonata,8477,5125,,34000
75Ah,2018,Hyundai,Sonata,11932,4500,,34000
75Ah,2011,Hyundai,Sonata,217261,9300,,34000
75Ah,2020,Hyundai,Sonata,106217,24500,,34000
75Ah,2022,Hyundai,Sonata,14900,24200,,34000
75Ah,2018,Hyundai,Sonata,48000,17500,,34000
75Ah,2013,Hyundai,Sonata,135990,10700,,34000
75Ah,2011,Hyundai,Sonata,167372,13500,,34000
75Ah,2020,Hyundai,Sonata,45000,24500,,34000
75Ah,2020,Hyundai,Sonata,61693,28000,,34000
75Ah,2010,Hyundai,Sonata,157000,10500,,34000
75Ah,2018,Hyundai,Sonata,60000,15500,,34000
75Ah,2018,Hyundai,Sonata,93342,17200,,34000
75Ah,2020,Hyundai,Sonata,19312,7750,,34000
75Ah,2020,Hyundai,Sonata,53108,7750,,34000
75Ah,2020,Hyundai,Sonata,53108,7750,,34000
75Ah,2020,Hyundai,Sonata,62000,7500,,34000
75Ah,2020,Hyundai,Sonata,22531,28900,,34000
75Ah,2018,Hyundai,Sonata,69202,17900,,34000
75Ah,2018,Hyundai,Sonata,133576,17200,,34000
75Ah,2017,Hyundai,Sonata,93000,13700,,34000
75Ah,2021,Hyundai,Sonata,53108,5375,,34000
75Ah,2019,Hyundai,Sonata,80000,12500,,34000
75Ah,2018,Hyundai,Sonata,19347,3250,,34000
75Ah,2017,Hyundai,Sonata,48280,3875,,34000
75Ah,2020,Hyundai,Sonata,40234,26500,,34000
75Ah,2020,Hyundai,Sonata,37770,21250,,34000
75Ah,2016,Hyundai,Sonata,189660,11875,,34000
75Ah,2016,Hyundai,Sonata,124019,11875,,34000
75Ah,2017,Hyundai,Sonata,19947,2875,,34000
75Ah,2020,Hyundai,Sonata,33793,21250,,34000
75Ah,2019,Hyundai,Sonata,27510,13125,,34000
75Ah,2018,Hyundai,Sonata,35148,14625,,34000
75Ah,2019,Hyundai,Sonata,37939,15000,,34000
75Ah,2018,Hyundai,Sonata,44368,12875,,34000
75Ah,2018,Hyundai,Sonata,73465,12500,,34000
75Ah,2018,Hyundai,Sonata,103679,12500,,34000
75Ah,2019,Hyundai,Sonata,29414,13625,,34000
75Ah,2019,Hyundai,Sonata,56284,13125,,34000
75Ah,2019,Hyundai,Sonata,37247,14375,,34000
75Ah,2016,Hyundai,Sonata,144553,10250,,34000
75Ah,2017,Hyundai,Sonata,75617,9875,,34000
75Ah,2021,Hyundai,Sonata,160015,16875,,34000
75Ah,2021,Hyundai,Sonata,66558,18750,,34000
75Ah,2022,Hyundai,Sonata,54032,17875,,34000
75Ah,2020,Hyundai,Sonata,88599,18125,,34000
75Ah,2021,Hyundai,Sonata,53750,17500,,34000
75Ah,2018,Hyundai,Sonata,113760,13750,,34000
75Ah,2018,Hyundai,Sonata,134224,12875,,34000
75Ah,2018,Hyundai,Sonata,33159,14125,,34000
75Ah,2018,Hyundai,Sonata,82621,13125,,34000
75Ah,2019,Hyundai,Sonata,112718,13750,,34000
75Ah,2018,Hyundai,Sonata,104335,13625,,34000
75Ah,2018,Hyundai,Sonata,104360,12750,,34000
75Ah,2018,Hyundai,Sonata,142628,13125,,34000
75Ah,2018,Hyundai,Sonata,91545,12500,,34000
75Ah,2019,Hyundai,Sonata,98353,12500,,34000
75Ah,2017,Hyundai,Sonata,46479,11875,,34000
75Ah,2016,Hyundai,Sonata,58014,11750,,34000
75Ah,2017,Hyundai,Sonata,94000,10000,,34000
75Ah,2020,Hyundai,Sonata,40000,24000,,34000
75Ah,2020,Hyundai,Sonata,64374,15900,,34000
75Ah,2020,Hyundai,Sonata,64374,15900,,34000
75Ah,2017,Hyundai,Sonata,97365,16000,,34000
75Ah,2018,Hyundai,Sonata,16914,4625,,34000
75Ah,2022,Hyundai,Sonata,9374,14375,,34000
75Ah,2020,Hyundai,Sonata,7414,9500,,34000
75Ah,2018,Hyundai,Sonata,16947,4625,,34000
75Ah,2021,Hyundai,Sonata,60000,24300,,34000
75Ah,2023,Hyundai,Sonata,4932,15250,,34000
75Ah,2011,Kia,Sorento,293222,14500,,34000
75Ah,2005,Kia,Sorento,100000,7500,,34000
75Ah,2010,Kia,Sorento,252667,13000,,34000
75Ah,2019,Kia,Sorento,100000,6875,,34000
75Ah,2006,Kia,Sorento,170000,9000,,34000
75Ah,2011,Kia,Sorento,128748,12000,,34000
75Ah,2016,Kia,Sorento,95000,22000,,34000
75Ah,2012,Kia,Sorento,162544,15000,,34000
75Ah,2005,Kia,Sorento,222000,6400,,34000
75Ah,2011,Kia,Sorento,174000,15000,,34000
75Ah,2018,Kia,Sorento,61316,21000,,34000
75Ah,2020,Kia,Sorento,51417,21500,,34000
75Ah,2016,Kia,Sorento,167877,18125,,34000
75Ah,2018,Kia,Sorento,48280,3875,,34000
75Ah,2017,Kia,Sorento,152051,19125,,34000
75Ah,2021,Kia,Sorento,11200,15625,,34000
75Ah,2004,Kia,Sorento,224000,8000,,34000
75Ah,2017,Kia,Sorento,21765,6500,,34000
75Ah,2020,Kia,Sorento,23000,9750,,34000
75Ah,2019,Kia,Sorento,19976,7625,,34000
75Ah,2019,Kia,Sorento,18347,7875,,34000
75Ah,2017,Kia,Sorento,105888,18125,,34000
75Ah,2016,Kia,Sorento,214521,14000,,34000
75Ah,2017,Kia,Sorento,21769,6125,,34000
75Ah,2020,Kia,Sorento,18247,12375,,34000
75Ah,2020,Kia,Sorento,7139,9875,,34000
75Ah,2022,Kia,Sorento,6374,15125,,34000
75Ah,2018,Kia,Sorento,98170,22700,,34000
75Ah,2019,Kia,Sorento,29450,6375,,34000
75Ah,2020,Kia,Sorento,7114,9875,,34000
75Ah,2017,Kia,Sorento,13741,6375,,34000
75Ah,2017,Kia,Sorento,22764,6500,,34000
75Ah,2014,Kia,Sorento,156106,14500,,34000
75Ah,2005,Kia,Sorento,230000,8500,,34000
75Ah,2017,Kia,Sorento,111869,19125,,34000
75Ah,2018,Kia,Sorento,237000,21000,,34000
75Ah,2021,Kia,Sorento,70000,13125,,34000
75Ah,2019,Kia,Sorento,70000,6625,,34000
75Ah,2019,Kia,Sorento,72000,7250,,34000
75Ah,2017,Kia,Sorento,18365,6375,,34000
75Ah,2019,Kia,Soul,160934,2500,,34000
75Ah,2017,Kia,Soul,123919,1875,,34000
75Ah,2021,Kia,Soul,86905,4375,,34000
75Ah,2019,Kia,Soul,91733,2500,,34000
75Ah,2019,Kia,Soul,80000,2750,,34000
75Ah,2021,Kia,Soul,16832,12625,,34000
75Ah,2018,Kia,Soul,18347,4375,,34000
75Ah,2023,Kia,Soul,4322,,,34000
75Ah,2017,Kia,Soul,128748,12800,,34000
75Ah,2020,Kia,Soul,112654,4625,,34000
75Ah,2020,Kia,Soul,67000,4750,,34000
75Ah,2021,Kia,Soul,73706,8750,,34000
75Ah,2019,Kia,Soul,90000,2500,,34000
75Ah,2018,Kia,Soul,144841,1875,,34000
75Ah,2018,Kia,Soul,16999,3875,,34000
75Ah,2017,Kia,Soul,15322,3500,,34000
75Ah,2017,Kia,Sportage,81500,17900,,34000
75Ah,2018,Kia,Sportage,90000,19200,,34000
75Ah,2022,Kia,Sportage,22000,33500,,34000
75Ah,2019,Kia,Sportage,131966,18500,,34000
75Ah,2019,Kia,Sportage,37015,6250,,34000
75Ah,2017,Kia,Sportage,139208,15400,,34000
75Ah,2019,Kia,Sportage,70811,16500,,34000
75Ah,2020,Kia,Sportage,62443,24900,,34000
75Ah,2018,Kia,Sportage,20900,18500,,34000
75Ah,2022,Kia,Sportage,22531,31000,,34000
75Ah,2019,Kia,Sportage,47700,15700,,34000
75Ah,2020,Kia,Sportage,53700,18700,,34000
75Ah,2022,Kia,Sportage,25800,29500,,34000
75Ah,2018,Kia,Sportage,69202,15900,,34000
75Ah,2022,Kia,Sportage,9500,37000,,34000
75Ah,2022,Kia,Sportage,18025,37300,,34000
75Ah,2018,Kia,Sportage,57936,24200,,34000
75Ah,2020,Kia,Sportage,86905,6625,,34000
75Ah,2015,Kia,Sportage,77000,13500,,34000
75Ah,2011,Kia,Sportage,123919,12700,,34000
75Ah,2017,Kia,Sportage,84410,16250,,34000
75Ah,2017,Kia,Sportage,119880,16250,,34000
75Ah,2020,Kia,Sportage,57326,19875,,34000
75Ah,2017,Kia,Sportage,88514,5375,,34000
75Ah,2017,Kia,Sportage,128748,4000,,34000
75Ah,2021,Kia,Sportage,49890,10375,,34000
75Ah,2020,Kia,Sportage,31976,17875,,34000
75Ah,2019,Kia,Sportage,23665,8750,,34000
75Ah,2020,Kia,Sportage,22100,10750,,34000
75Ah,2019,Kia,Sportage,21732,8875,,34000
75Ah,2018,Kia,Sportage,19374,8125,,34000
75Ah,2013,Kia,Sportage,91733,13500,,34000
75Ah,2017,Kia,Sportage,22589,7625,,34000
75Ah,2017,Kia,Sportage,25000,7687.5,,34000
75Ah,2019,Kia,Sportage,23651,9000,,34000
75Ah,2017,Kia,Sportage,24855,7500,,34000
75Ah,2017,Kia,Sportage,25000,7750,,34000
75Ah,2019,Kia,Sportage,15611,27500,,34000
75Ah,2017,Kia,Sportage,157133,6750,,34000
75Ah,2016,Kia,Sportage,71000,19800,,34000
75Ah,2018,Kia,Sportage,18347,8375,,34000
75Ah,2018,Kia,Sportage,19347,8250,,34000
75Ah,2020,Kia,Sportage,18732,10750,,34000
75Ah,2022,Kia,Sportage,15947,13375,,34000
75Ah,2021,Kia,Sportage,16947,12000,,34000
75Ah,2019,Kia,Sportage,18341,9000,,34000
75Ah,2020,Kia,Sportage,18347,10750,,34000
75Ah,2020,Kia,Sportage,18347,10875,,34000
75Ah,2020,Kia,Sportage,18472,10875,,34000
75Ah,2018,Kia,Sportage,19374,8250,,34000
75Ah,2017,Kia,Sportage,22791,7750,,34000
75Ah,2017,Kia,Sportage,21739,7875,,34000
75Ah,2018,Kia,Sportage,38624,23000,,34000
75Ah,2019,Kia,Sportage,18671,9250,,34000
75Ah,2017,Kia,Sportage,21736,7750,,34000
75Ah,2021,Kia,Sportage,16732,11875,,34000
75Ah,2021,Kia,Sportage,17400,11875,,34000
75Ah,2021,Kia,Sportage,10527,11750,,34000
75Ah,2022,Kia,Sportage,2765,12875,,34000
75Ah,2017,Kia,Sportage,24100,7500,,34000
75Ah,2020,Kia,Sportage,16347,10750,,34000
75Ah,2019,Kia,Sportage,19347,9125,,34000
75Ah,2017,Kia,Sportage,19934,7750,,34000
75Ah,2021,Kia,Sportage,16347,12125,,34000
75Ah,2018,Kia,Sportage,18625,8250,,34000
75Ah,2017,Kia,Sportage,24588,7500,,34000
75Ah,2018,Kia,Sportage,19347,8125,,34000
75Ah,2018,Kia,Sportage,18825,7625,,34000
75Ah,2018,Kia,Sportage,18825,7625,,34000
75Ah,2021,Kia,Sportage,2825,20437.5,,34000
75Ah,2017,Kia,Sportage,67658,14875,,34000
75Ah,2019,Kia,Sportage,39447,19000,,34000
75Ah,2018,Kia,Sportage,109114,17750,,34000
75Ah,2011,Kia,Sportage,196340,13500,,34000
75Ah,2020,Kia,Sportage,7315,10625,,34000
75Ah,2021,Kia,Sportage,6228,11875,,34000
75Ah,2017,Kia,Sportage,19628,7625,,34000
75Ah,2020,Kia,Sportage,18347,10625,,34000
75Ah,2017,Kia,Sportage,21732,7875,,34000
75Ah,2021,Kia,Sportage,15392,11875,,34000
75Ah,2021,Kia,Sportage,15100,29600,,34000
75Ah,2018,Kia,Sportage,58000,15900,,34000
75Ah,2019,Kia,Sportage,46671,18300,,34000
75Ah,2019,Kia,Sportage,61366,18498,,34000
75Ah,2021,Kia,Sportage,25267,30000,,34000
75Ah,2020,Kia,Sportage,29000,24500,,34000
75Ah,2018,Kia,Sportage,77249,18500,,34000
75Ah,2019,Kia,Sportage,24140,20000,,34000
75Ah,2022,Kia,Sportage,12000,34000,,34000
75Ah,2017,Kia,Sportage,151278,17200,,34000
