link,title,district,description,price
https://www.list.am/item/13331967,"Արաբկիր, 3 սեն., 80 ք.մ., 5/5 հարկ",Արաբկիր,"3 սենյականոց բնակարան Կոմիտասի պողոտայում, 80 ք.մ., բարձր առաստաղներ, կապիտալ վերանորոգված",128000
https://www.list.am/item/19934206,"Արաբկիր, 3 սեն., 70 ք.մ., 7/9 հարկ",Արաբկիր,"3 սենյականոց բնակարան Կոմիտասի պողոտայում, 70 ք.մ., 2 սանհանգույց, մի քանի պատշգամբ, 7/9 հարկ",143000
https://www.list.am/item/18026451,"Արաբկիր, 4 սեն., 80 ք.մ., 7/10 հարկ",Արաբկիր,"4 սենյականոց բնակարան Արաբկիրի 17-րդ փողոցում, 80 ք.մ., 2 սանհանգույց, բարձր առաստաղներ, 7/10 հարկ",150000
https://www.list.am/item/19669738,"Արաբկիր, 3 սեն., 78 ք.մ., 8/9 հարկ",Արաբկիր,"3 սենյականոց բնակարան Արաբկիրի 25-րդ փողոցում, 78 ք.մ., նախավերջին հարկ, մի քանի պատշգամբ",135000
https://www.list.am/item/20365487,"Արաբկիր, 2 սեն., 72 ք.մ., 5/5 հարկ",Արաբկիր,"2 սենյականոց բնակարան Բաբայան փողոցում, 72 ք.մ., բարձր առաստաղներ, մի քանի պատշգամբ",115000
https://www.list.am/item/20662568,"Արաբկիր, 3 սեն., 80 ք.մ., 2/5 հարկ",Արաբկիր,"3 սենյականոց բնակարան Կոմիտասի պողոտայում, 80 ք.մ., 2/5 հարկ, բարձր առաստաղներ, կապիտալ վերանորոգված",144000
https://www.list.am/item/19094485,"Ավան, 3 սեն., 80 ք.մ., 5/9 հարկ",Ավան,"3 սենյականոց բնակարան, Իսահակյան թաղամաս, 80 ք.մ., 5/9 հարկ, կապիտալ վերանորոգված",125000
https://www.list.am/item/19624891,"Ավան, 3 սեն., 74 ք.մ., 1/9 հարկ",Ավան,"3 սենյականոց բնակարան, Սայաթ-Նովա թաղամաս, 74 ք.մ., 1/9 հարկ, կապիտալ վերանորոգված",102000
https://www.list.am/item/20124703,"Ավան, 3 սեն., 78 ք.մ., 8/9 հարկ",Ավան,"3 սենյականոց բնակարան, Ավան-Առինջ 2-րդ միկրոշրջան, 78 ք.մ., մի քանի պատշգամբ, նախավերջին հարկ",105000
https://www.list.am/item/19974499,"Ավան, 3 սեն., 77 ք.մ., 8/9 հարկ",Ավան,"3 սենյականոց բնակարան, Ավան-Առինջ 2-րդ միկրոշրջան, 77 ք.մ., նախավերջին հարկ, կապիտալ վերանորոգված",95000
https://www.list.am/item/19061317,"Ավան, 3 սեն., 78 ք.մ., 8/9 հարկ",Ավան,"3 սենյականոց բնակարան, Ավան-Առինջ 1-ին միկրոշրջան, 78 ք.մ., նախավերջին հարկ, մի քանի պատշգամբ",122000
https://www.list.am/item/20678355,"Ավան, 3 սեն., 74 ք.մ., 1/9 հարկ",Ավան,"3 սենյականոց բնակարան, Թումանյան թաղամաս, 74 ք.մ., 1/9 հարկ, կապիտալ վերանորոգված",110000
https://www.list.am/item/20143628,"Ավան, 2 սեն., 70 ք.մ., 3/9 հարկ",Ավան,"2 սենյականոց բնակարան, Ավան-Առինջ 1-ին միկրոշրջան, 70 ք.մ., 3/9 հարկ, կապիտալ վերանորոգված",108000
https://www.list.am/item/20336127,"Ավան, 2 սեն., 72 ք.մ., 5/14 հարկ",Ավան,"2 սենյականոց բնակարան նորակառույց շենքում Ծարավ աղբյուրի փողոցում, 72 ք.մ., բարձր առաստաղներ",168000
https://www.list.am/item/13127226,"Ավան, 3 սեն., 80 ք.մ., 8/9 հարկ",Ավան,"3 սենյականոց բնակարան Ավանում, 80 ք.մ., նախավերջին հարկ, կապիտալ վերանորոգված",100000
https://www.list.am/item/19434990,"Ավան, 3 սեն., 78 ք.մ., 7/9 հարկ",Ավան,"3 սենյականոց բնակարան, Ավան-Առինջ 2-րդ միկրոշրջան, 78 ք.մ., 7/9 հարկ, կապիտալ վերանորոգված",120000
https://www.list.am/item/19763101,"Ավան, 3 սեն., 71 ք.մ., 14/14 հարկ",Ավան,"3 սենյականոց բնակարան նորակառույց շենքում Ծարավ աղբյուրի փողոցում, 71 ք.մ., բարձր առաստաղներ",148000
https://www.list.am/item/19547084,"Ավան, 3 սեն., 79 ք.մ., 7/9 հարկ",Ավան,"3 սենյականոց բնակարան Ալմաթի փողոցում, 79 ք.մ., 7/9 հարկ, կապիտալ վերանորոգված",179000
https://www.list.am/item/19589336,"Ավան, 3 սեն., 76 ք.մ., 8/9 հարկ",Ավան,"3 սենյականոց բնակարան, Ավան-Առինջ 2-րդ միկրոշրջան, 76 ք.մ., նախավերջին հարկ, կապիտալ վերանորոգված",105000
https://www.list.am/item/20651798,"Ավան, 3 սեն., 80 ք.մ., 5/5 հարկ",Ավան,"3 սենյականոց բնակարան Հրաչյա Աճառյան փողոցում, 80 ք.մ., կապիտալ վերանորոգված, քարե շենք",117000
https://www.list.am/item/20281626,"Ավան, 2 սեն., 70 ք.մ., 1/5 հարկ",Ավան,"2 սենյականոց բնակարան նորակառույց շենքում Մհեր Մկրտչյան փողոցում, 70 ք.մ., բարձր առաստաղներ",112000
https://www.list.am/item/20365745,"Ավան, 2 սեն., 70 ք.մ., 1/5 հարկ",Ավան,"2 սենյականոց բնակարան նորակառույց շենքում Մհեր Մկրտչյան թաղ. 1-ին փողոցում, 70 ք.մ.",112000
https://www.list.am/item/19852481,"Ավան, 2 սեն., 73 ք.մ., 3/14 հարկ",Ավան,"2 սենյականոց բնակարան նորակառույց շենքում Ծարավ աղբյուրի փողոցում, 73 ք.մ., բարձր առաստաղներ",145000
https://www.list.am/item/19565919,"Ավան, 3 սեն., 79 ք.մ., 7/9 հարկ",Ավան,"3 սենյականոց բնակարան, Վարուժան թաղամաս, 79 ք.մ., 7/9 հարկ, կապիտալ վերանորոգված",170000
https://www.list.am/item/20260824,"Ավան, 3 սեն., 78 ք.մ., 8/9 հարկ",Ավան,"3 սենյականոց բնակարան Քուչակի փողոցում, 78 ք.մ., 2 սանհանգույց, մի քանի պատշգամբ, նախավերջին հարկ",122000
https://www.list.am/item/20225404,"Ավան, 3 սեն., 80 ք.մ., 1/9 հարկ",Ավան,"3 սենյականոց բնակարան, Դուրյան թաղամաս, 80 ք.մ., 1/9 հարկ, կապիտալ վերանորոգված",122500
https://www.list.am/item/20746722,"Ավան, 4 սեն., 80 ք.մ., 3/9 հարկ",Ավան,"4 սենյականոց բնակարան, Ավան-Առինջ 2-րդ միկրոշրջան, 80 ք.մ., 3/9 հարկ, կապիտալ վերանորոգված",120000
https://www.list.am/item/19194957,"Ավան, 3 սեն., 72 ք.մ., 2/3 հարկ",Ավան,"3 սենյականոց բնակարան նորակառույց շենքում Ավանում, 72 ք.մ., նախավերջին հարկ, կապիտալ վերանորոգված",130000
https://www.list.am/item/20365749,"Ավան, 2 սեն., 70 ք.մ., 1/5 հարկ",Ավան,"2 սենյականոց բնակարան նորակառույց շենքում Մհեր Մկրտչյան թաղ. 1-ին փողոցում, 70 ք.մ.",112000
https://www.list.am/item/20281627,"Ավան, 2 սեն., 71 ք.մ., 1/5 հարկ",Ավան,"2 սենյականոց բնակարան նորակառույց շենքում Մհեր Մկրտչյան փողոցում, 71 ք.մ., բարձր առաստաղներ",112000
https://www.list.am/item/19746679,"Ավան, 2 սեն., 72 ք.մ., 3/14 հարկ",Ավան,"2 սենյականոց բնակարան նորակառույց շենքում Ծարավ աղբյուրի փողոցում, 72 ք.մ., բարձր առաստաղներ",142000
https://www.list.am/item/20055034,"Ավան, 3 սեն., 74 ք.մ., 2/9 հարկ",Ավան,"3 սենյականոց բնակարան Դուրյան փողոցում, 74 ք.մ., մի քանի պատշգամբ, 2/9 հարկ, կապիտալ վերանորոգված",105000
https://www.list.am/item/20733728,"Ավան, 3 սեն., 80 ք.մ., 3/9 հարկ",Ավան,"3 սենյականոց բնակարան, Ավան-Առինջ 2-րդ միկրոշրջան, 80 ք.մ., 3/9 հարկ, կապիտալ վերանորոգված",120000
https://www.list.am/item/20225401,"Ավան, 3 սեն., 75 ք.մ., 9/9 հարկ",Ավան,"3 սենյականոց բնակարան, Ավան-Առինջ 2-րդ միկրոշրջան, 75 ք.մ., կապիտալ վերանորոգված",94500
https://www.list.am/item/20774651,"Ավան, 3 սեն., 78 ք.մ., 10/14 հարկ",Ավան,"3 սենյականոց բնակարան, Չարենց թաղամաս, 78 ք.մ., 10/14 հարկ, կապիտալ վերանորոգված",115000
https://www.list.am/item/20727352,"Ավան, 3 սեն., 72 ք.մ., 10/10 հարկ",Ավան,"3 սենյականոց բնակարան նորակառույց շենքում Ծարավ Աղբյուրի փողոցում, 72 ք.մ., կապիտալ վերանորոգված",180000
https://www.list.am/item/19463828,"Ավան, 3 սեն., 78 ք.մ., 8/9 հարկ",Ավան,"3 սենյականոց բնակարան, Քուչակ թաղամաս, 78 ք.մ., 2 սանհանգույց, նախավերջին հարկ, կապիտալ վերանորոգված",122500
https://www.list.am/item/19989312,"Ավան, 3 սեն., 79 ք.մ., 1/9 հարկ",Ավան,"3 սենյականոց բնակարան, Սայաթ-Նովա թաղամաս, 79 ք.մ., 1/9 հարկ, կապիտալ վերանորոգված",93000
https://www.list.am/item/19984819,"Ավան, 3 սեն., 80 ք.մ., 5/9 հարկ",Ավան,"3 սենյականոց բնակարան, Իսահակյան թաղամաս, 80 ք.մ., 5/9 հարկ, կապիտալ վերանորոգված",112000
https://www.list.am/item/20753878,"Ավան, 4 սեն., 80 ք.մ., 3/9 հարկ",Ավան,"4 սենյականոց բնակարան, Ավան-Առինջ 2-րդ միկրոշրջան, 80 ք.մ., 3/9 հարկ, կապիտալ վերանորոգված",120000
https://www.list.am/item/19830815,"Ավան, 2 սեն., 74 ք.մ., 5/14 հարկ",Ավան,"2 սենյականոց բնակարան նորակառույց շենքում Ծարավ աղբյուրի փողոցում, 74 ք.մ., բարձր առաստաղներ",180000
https://www.list.am/item/19490747,"Ավան, 3 սեն., 79 ք.մ., 1/9 հարկ",Ավան,"3 սենյականոց բնակարան Մարշալ Խուդյակովի փողոցում, 79 ք.մ., 1/9 հարկ, կապիտալ վերանորոգված",103000
https://www.list.am/item/19981524,"Ավան, 2 սեն., 74 ք.մ., 5/14 հարկ",Ավան,"2 սենյականոց բնակարան նորակառույց շենքում Ծարավ աղբյուրի փողոցում, 74 ք.մ., բարձր առաստաղներ",180000
https://www.list.am/item/19985058,"Ավան, 3 սեն., 74 ք.մ., 8/9 հարկ",Ավան,"3 սենյականոց բնակարան, Ավան-Առինջ 2-րդ միկրոշրջան, 74 ք.մ., նախավերջին հարկ, կապիտալ վերանորոգված",93000
https://www.list.am/item/20146763,"Ավան, 3 սեն., 70 ք.մ., 3/9 հարկ",Ավան,"3 սենյականոց բնակարան, Ավան-Առինջ 1-ին միկրոշրջան, 70 ք.մ., 3/9 հարկ, կապիտալ վերանորոգված",116500
https://www.list.am/item/20906011,"Դավիթաշեն, 3 սեն., 80 ք.մ., 3/9 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան, Դավթաշենի 3-րդ զանգված, 80 ք.մ., 3/9 հարկ, կապիտալ վերանորոգված",120000
https://www.list.am/item/20194112,"Դավիթաշեն, 2 սեն., 72 ք.մ., 10/15 հարկ",Դավիթաշեն,"2 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյան փողոցում, 72 ք.մ., 10/15 հարկ",210000
https://www.list.am/item/20189149,"Դավիթաշեն, 3 սեն., 76 ք.մ., 6/9 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան, Davtashen 3rd Block, 76 ք.մ., 6/9 հարկ, կապիտալ վերանորոգված",115000
https://www.list.am/item/18910806,"Դավիթաշեն, 4 սեն., 75 ք.մ., 2/9 հարկ",Դավիթաշեն,"4 սենյականոց բնակարան, Դավթաշեն 2-րդ թաղամաս, 75 ք.մ., 2/9 հարկ, կապիտալ վերանորոգված",160000
https://www.list.am/item/20632223,"Դավիթաշեն, 3 սեն., 78 ք.մ., 6/9 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան, Դավթաշեն 2-րդ թաղամաս, 78 ք.մ., 6/9 հարկ, կապիտալ վերանորոգված",120000
https://www.list.am/item/19254952,"Դավիթաշեն, 3 սեն., 75 ք.մ., 11/15 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան նորակառույց շենքում, Դավթաշենի 2-րդ զանգված, 75 ք.մ., 2 սանհանգույց",204000
https://www.list.am/item/20714932,"Դավիթաշեն, 3 սեն., 70 ք.մ., 14/14 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան, Դավթաշենի 4-րդ զանգված, 70 ք.մ., կապիտալ վերանորոգված",105000
https://www.list.am/item/20711330,"Դավիթաշեն, 3 սեն., 74 ք.մ., 9/9 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան, 2-й квартал Давташен, 74 ք.մ., մի քանի պատշգամբ, կապիտալ վերանորոգված",150000
https://www.list.am/item/19867971,"Դավիթաշեն, 3 սեն., 74 ք.մ., 2/9 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան, Tigran Petrosyan St, 74 ք.մ., 2/9 հարկ, բարձր առաստաղներ",150000
https://www.list.am/item/19934509,"Դավիթաշեն, 3 սեն., 80 ք.մ., 4/15 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյանի փողոցում, 80 ք.մ., բարձր առաստաղներ",180000
https://www.list.am/item/19323963,"Դավիթաշեն, 4 սեն., 77 ք.մ., 1/9 հարկ",Դավիթաշեն,"4 սենյականոց բնակարան Դավթաշենի 2-րդ փողոցում, 77 ք.մ., 1/9 հարկ, կապիտալ վերանորոգված",117000
https://www.list.am/item/20224506,"Դավիթաշեն, 2 սեն., 72 ք.մ., 10/14 հարկ",Դավիթաշեն,"2 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյանի փողոցում, 72 ք.մ., 10/14 հարկ",210000
https://www.list.am/item/20918532,"Դավիթաշեն, 3 սեն., 75 ք.մ., 17/18 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյանի փողոցում, 75 ք.մ., նախավերջին հարկ",220000
https://www.list.am/item/19753113,"Դավիթաշեն, 3 սեն., 75 ք.մ., 9/14 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան նորակառույց շենքում Տիգրան Պետրոսյանի փողոցում, 75 ք.մ., 9/14 հարկ",128000
https://www.list.am/item/20437517,"Դավիթաշեն, 2 սեն., 70 ք.մ., 15/15 հարկ",Դավիթաշեն,"2 սենյականոց բնակարան նորակառույց շենքում, Դավթաշեն 2-րդ թաղամաս, 70 ք.մ., կապիտալ վերանորոգված",155000
https://www.list.am/item/20840083,"Դավիթաշեն, 3 սեն., 73 ք.մ., 1/9 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան, Դավթաշենի 4-րդ զանգված, 73 ք.մ., 1/9 հարկ, կապիտալ վերանորոգված",99000
https://www.list.am/item/20838788,"Դավիթաշեն, 3 սեն., 80 ք.մ., 4/9 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան, Դավթաշեն 4-րդ թաղամաս, 80 ք.մ., 4/9 հարկ, կապիտալ վերանորոգված",127000
https://www.list.am/item/20743362,"Դավիթաշեն, 3 սեն., 80 ք.մ., 10/14 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան, Դավթաշենի 4-րդ զանգված, 80 ք.մ., 10/14 հարկ, կապիտալ վերանորոգված",160000
https://www.list.am/item/20626055,"Դավիթաշեն, 2 սեն., 72 ք.մ., 10/15 հարկ",Դավիթաշեն,"2 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյանի փողոցում, 72 ք.մ., բարձր առաստաղներ",210000
https://www.list.am/item/20715466,"Դավիթաշեն, 2 սեն., 74 ք.մ., 9/18 հարկ",Դավիթաշեն,"2 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյանի փողոցում, 74 ք.մ., 9/18 հարկ",150000
https://www.list.am/item/20530453,"Դավիթաշեն, 3 սեն., 76 ք.մ., 9/16 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյանի փողոցում, 76 ք.մ., 9/16 հարկ",164000
https://www.list.am/item/20531710,"Դավիթաշեն, 3 սեն., 76 ք.մ., 9/16 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյանի փողոցում, 76 ք.մ., բարձր առաստաղներ",165000
https://www.list.am/item/19047198,"Դավիթաշեն, 3 սեն., 76 ք.մ., 8/9 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան Տիգրան Պետրոսյան փողոցում, 76 ք.մ., մի քանի պատշգամբ, նախավերջին հարկ",152000
https://www.list.am/item/19639318,"Դավիթաշեն, 3 սեն., 74 ք.մ., 5/9 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան, Դավթաշեն 2-րդ թաղամաս, 74 ք.մ., 5/9 հարկ, մի քանի պատշգամբ",125000
https://www.list.am/item/18554640,"Դավիթաշեն, 3 սեն., 74 ք.մ., 2/9 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան Տիգրան Պետրոսյանի փողոցում, 74 ք.մ., 2/9 հարկ, մի քանի պատշգամբ",160000
https://www.list.am/item/20783834,"Դավիթաշեն, 3 սեն., 74 ք.մ., 12/18 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյանի փողոցում, 74 ք.մ., 12/18 հարկ",168000
https://www.list.am/item/19635216,"Դավիթաշեն, 3 սեն., 76 ք.մ., 8/9 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան Դավիթաշենում, 76 ք.մ., նախավերջին հարկ, կապիտալ վերանորոգված",128000
https://www.list.am/item/20856750,"Դավիթաշեն, 2 սեն., 72 ք.մ., 10/15 հարկ",Դավիթաշեն,"2 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյան փողոցում, 72 ք.մ., 10/15 հարկ",210000
https://www.list.am/item/20861578,"Դավիթաշեն, 3 սեն., 76 ք.մ., 7/9 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան, Դավթաշեն 1-ին թաղամաս, 76 ք.մ., 7/9 հարկ, կապիտալ վերանորոգված",130000
https://www.list.am/item/20785972,"Դավիթաշեն, 3 սեն., 76 ք.մ., 9/9 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան Տիգրան Պետրոսյանի փողոցում, 76 ք.մ., կապիտալ վերանորոգված",169000
https://www.list.am/item/20818797,"Դավիթաշեն, 3 սեն., 78 ք.մ., 7/9 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան, Դավթաշեն 2-րդ թաղամաս, 78 ք.մ., 7/9 հարկ, կապիտալ վերանորոգված, քարե շենք",125000
https://www.list.am/item/20818796,"Դավիթաշեն, 3 սեն., 77 ք.մ., 2/9 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան, Դավթաշեն 2-րդ թաղամաս, 77 ք.մ., 2/9 հարկ, բարձր առաստաղներ",120000
https://www.list.am/item/20864609,"Դավիթաշեն, 2 սեն., 74 ք.մ., 16/18 հարկ",Դավիթաշեն,"2 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյանի փողոցում, 74 ք.մ., 16/18 հարկ",150000
https://www.list.am/item/20212425,"Դավիթաշեն, 2 սեն., 70 ք.մ., 8/17 հարկ",Դավիթաշեն,"2 սենյականոց բնակարան նորակառույց շենքում Սասնա Ծռերի փողոցում, 70 ք.մ., բարձր առաստաղներ, 8/17 հարկ",210000
https://www.list.am/item/19966816,"Դավիթաշեն, 3 սեն., 75 ք.մ., 6/9 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան, Դավթաշենի 4-րդ զանգված, 75 ք.մ., 6/9 հարկ, կապիտալ վերանորոգված",136000
https://www.list.am/item/19624064,"Դավիթաշեն, 3 սեն., 80 ք.մ., 10/14 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան, Դավթաշենի 4-րդ զանգված, 80 ք.մ., 10/14 հարկ, կապիտալ վերանորոգված",165000
https://www.list.am/item/20719607,"Դավիթաշեն, 3 սեն., 70 ք.մ., 11/15 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյանի փողոցում, 70 ք.մ., 11/15 հարկ",167000
https://www.list.am/item/18939092,"Դավիթաշեն, 4 սեն., 75 ք.մ., 7/9 հարկ",Դավիթաշեն,"4 սենյականոց բնակարան, Դավթաշեն 3-րդ թաղամաս, 75 ք.մ., 7/9 հարկ, կապիտալ վերանորոգված",120000
https://www.list.am/item/20411797,"Դավիթաշեն, 3 սեն., 75 ք.մ., 7/14 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան նորակառույց շենքում, Դավթաշեն 2-րդ թաղամաս, 75 ք.մ., բարձր առաստաղներ",177000
https://www.list.am/item/20547055,"Դավիթաշեն, 3 սեն., 77 ք.մ., 13/14 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան Տիգրան Պետրոսյան փողոցում, 77 ք.մ., նախավերջին հարկ, կապիտալ վերանորոգված",159000
https://www.list.am/item/20341550,"Դավիթաշեն, 3 սեն., 73 ք.մ., 1/9 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան Տիգրան Պետրոսյանի փողոցում, 73 ք.մ., 1/9 հարկ, կապիտալ վերանորոգված",97000
https://www.list.am/item/19182642,"Դավիթաշեն, 4 սեն., 75 ք.մ., 2/9 հարկ",Դավիթաշեն,"4 սենյականոց բնակարան Տիգրան Պետրոսյանի փողոցում, 75 ք.մ., 2/9 հարկ, կապիտալ վերանորոգված",132000
https://www.list.am/item/20619582,"Դավիթաշեն, 3 սեն., 76 ք.մ., 6/9 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան Տիգրան Պետրոսյանի փողոցում, 76 ք.մ., 6/9 հարկ, կապիտալ վերանորոգված",120000
https://www.list.am/item/20622361,"Դավիթաշեն, 2 սեն., 70 ք.մ., 13/16 հարկ",Դավիթաշեն,"2 սենյականոց բնակարան, Դավթաշենի 3-րդ զանգված, 70 ք.մ., 13/16 հարկ, կապիտալ վերանորոգված",101000
https://www.list.am/item/20878664,"Դավիթաշեն, 3 սեն., 80 ք.մ., 3/9 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան, Դավթաշենի 3-րդ զանգված, 80 ք.մ., 3/9 հարկ, կապիտալ վերանորոգված",120000
https://www.list.am/item/20685186,"Դավիթաշեն, 3 սեն., 75 ք.մ., 7/9 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան Տիգրան Պետրոսյանի փողոցում, 75 ք.մ., 7/9 հարկ, կապիտալ վերանորոգված",123000
https://www.list.am/item/20668161,"Դավիթաշեն, 3 սեն., 76 ք.մ., 8/11 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան նորակառույց շենքում, Դավթաշեն 4-րդ թաղամաս, 76 ք.մ., 8/11 հարկ",160000
https://www.list.am/item/20767604,"Դավիթաշեն, 3 սեն., 73 ք.մ., 8/9 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան Տիգրան Պետրոսյան փողոցում, 73 ք.մ., նախավերջին հարկ, կապիտալ վերանորոգված",167000
https://www.list.am/item/19696372,"Դավիթաշեն, 3 սեն., 71 ք.մ., 9/13 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան նորակառույց շենքում, Դավթաշեն 4-րդ թաղամաս, 71 ք.մ., 2 սանհանգույց, 9/13 հարկ",115000
https://www.list.am/item/20768560,"Դավիթաշեն, 3 սեն., 71 ք.մ., 5/12 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան նորակառույց շենքում, Դավթաշենի 4-րդ զանգված, 71 ք.մ., 5/12 հարկ, 2 սանհանգույց",112000
https://www.list.am/item/15066505,"Դավիթաշեն, 2 սեն., 74 ք.մ., 12/15 հարկ",Դավիթաշեն,"2 սենյականոց բնակարան նորակառույց շենքում Դավիթաշենում, 74 ք.մ., 12/15 հարկ, բարձր առաստաղներ",185000
https://www.list.am/item/20643117,"Դավիթաշեն, 2 սեն., 76 ք.մ., 10/18 հարկ",Դավիթաշեն,"2 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյանի փողոցում, 76 ք.մ., 10/18 հարկ",122000
https://www.list.am/item/18323814,"Դավիթաշեն, 2 սեն., 78 ք.մ., 10/12 հարկ",Դավիթաշեն,"2 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյանի փողոցում, 78 ք.մ., բարձր առաստաղներ",190000
https://www.list.am/item/20124563,"Դավիթաշեն, 3 սեն., 74 ք.մ., 12/18 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյանի փողոցում, 74 ք.մ., բարձր առաստաղներ",164000
https://www.list.am/item/18712004,"Դավիթաշեն, 3 սեն., 78 ք.մ., 8/9 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան Տիգրան Պետրոսյանի փողոցում, 78 ք.մ., նախավերջին հարկ, կապիտալ վերանորոգված",135000
https://www.list.am/item/20230182,"Դավիթաշեն, 4 սեն., 78 ք.մ., 7/9 հարկ",Դավիթաշեն,"4 սենյականոց բնակարան, Դավթաշենի 1-ին զանգված, 78 ք.մ., 7/9 հարկ, կապիտալ վերանորոգված",107000
https://www.list.am/item/20202178,"Դավիթաշեն, 2 սեն., 75 ք.մ., 8/15 հարկ",Դավիթաշեն,"2 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյանի փողոցում, 75 ք.մ., 8/15 հարկ",182000
https://www.list.am/item/20802308,"Դավիթաշեն, 2 սեն., 70 ք.մ., 15/15 հարկ",Դավիթաշեն,"2 սենյականոց բնակարան նորակառույց շենքում, Դավթաշենի 2-րդ զանգված, 70 ք.մ., բարձր առաստաղներ",155000
https://www.list.am/item/20223939,"Դավիթաշեն, 3 սեն., 74 ք.մ., 17/18 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյանի փողոցում, 74 ք.մ., 2 սանհանգույց",205000
https://www.list.am/item/20911367,"Դավիթաշեն, 3 սեն., 80 ք.մ., 12/17 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյան փողոցում, 80 ք.մ., 12/17 հարկ",170000
https://www.list.am/item/20389551,"Դավիթաշեն, 3 սեն., 79 ք.մ., 7/9 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան Փիրումյանների փողոցում, 79 ք.մ., 7/9 հարկ, կապիտալ վերանորոգված",155000
https://www.list.am/item/19854314,"Դավիթաշեն, 3 սեն., 77 ք.մ., 2/9 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան Տիգրան Պետրոսյանի փողոցում, 77 ք.մ., 2/9 հարկ, բարձր առաստաղներ",122000
https://www.list.am/item/17994596,"Դավիթաշեն, 3 սեն., 80 ք.մ., 5/9 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան Տիգրան Պետրոսյան փողոցում, 80 ք.մ., 5/9 հարկ, 2 սանհանգույց",122000
https://www.list.am/item/20897754,"Դավիթաշեն, 3 սեն., 72 ք.մ., 1/12 հարկ",Դավիթաշեն,"3 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյանի փողոցում, 72 ք.մ., 1/12 հարկ",150000
https://www.list.am/item/20864815,"Դավիթաշեն, 2 սեն., 74 ք.մ., 16/18 հարկ",Դավիթաշեն,"2 սենյականոց բնակարան նորակառույց շենքում Անաստաս Միկոյանի փողոցում, 74 ք.մ., 16/18 հարկ",155000
